"Pond","Taxa","Species","Group","Sample_ID","Weight","D15N","D13C","C.N"
"P11","Tree frog","Tree frog","Amphibians","94RVER16",0.3272,5.2,-27.58,3.56
"P11","Tree frog","Tree frog","Amphibians","94RVER5",0.2535,6.62,-27.32,3.65
"P11","Tree frog","Tree frog","Amphibians","94RVER8",0.4091,6.42,-26.59,3.57
"P11","Tree frog","Tree frog","Amphibians","94RVER14",0.4107,6.49,-26.49,3.67
"P11","Tree frog","Tree frog","Amphibians","94RVER3",0.3931,5.32,-26.38,3.57
"P11","Tree frog","Tree frog","Amphibians","94RVER19",0.2344,6.67,-26.15,3.52
"P11","Tree frog","Tree frog","Amphibians","94RVER6",0.2884,5.33,-24.16,3.61
"P11","Marbled newt","Marbled newt","Amphibians","94TMAR9",0.392,6.59,-24.97,3.48
"P11","Marbled newt","Marbled newt","Amphibians","94TMAR1",0.4012,6.2,-24.53,3.43
"P11","Marbled newt","Marbled newt","Amphibians","94TMAR8",0.4003,6.63,-25.33,3.41
"P11","Marbled newt","Marbled newt","Amphibians","94TMAR5",0.4372,5.9,-24.52,3.43
"P11","Marbled newt","Marbled newt","Amphibians","94TMAR3",0.4171,5.52,-25.09,3.44
"P11","Marbled newt","Marbled newt","Amphibians","94TMAR6",0.4022,5.27,-24.62,3.43
"P11","Marbled newt","Marbled newt","Amphibians","94TMAR4",0.4159,6.13,-24.36,3.41
"P11","Marbled newt","Marbled newt","Amphibians","94TMAR7",0.4045,7.39,-24.77,3.42
"P11","Marbled newt","Marbled newt","Amphibians","94TMAR2",0.4102,6.96,-24.83,3.39
"P11","Agile frog","Agile frog","Amphibians","94GAGI2",0.4134,5.59,-28.15,3.59
"P11","Agile frog","Agile frog","Amphibians","94GAGI19",0.4065,5.36,-28.16,3.64
"P11","Agile frog","Agile frog","Amphibians","94GAGI7",0.4035,5.38,-27.27,3.58
"P11","Agile frog","Agile frog","Amphibians","94GAGI8",0.3408,5.34,-28.2,3.63
"P11","Agile frog","Agile frog","Amphibians","94GAGI13",0.2876,5.37,-28.16,3.59
"P11","Agile frog","Agile frog","Amphibians","94GAGI6",0.2609,5.09,-28.85,3.59
"P11","Agile frog","Agile frog","Amphibians","94GAGI12",0.4021,5.19,-28.38,3.57
"P11","Agile frog","Agile frog","Amphibians","94GAGI16",0.3975,5.27,-27.72,3.6
"P11","Agile frog","Agile frog","Amphibians","94GAGI11",0.3056,5.33,-27.55,3.47
"P11","Agile frog","Agile frog","Amphibians","94GAGI10",0.38,5.53,-27.4,3.58
"P11","Agile frog","Agile frog","Amphibians","94GAGI20",0.4179,5.54,-28.3,3.57
"P11","Agile frog","Agile frog","Amphibians","94GAGI3",0.4109,5.23,-28.51,3.59
"P11","Agile frog","Agile frog","Amphibians","94GAGI15",0.3591,5.38,-27.97,3.61
"P11","Agile frog","Agile frog","Amphibians","94GAGI5",0.3873,5.23,-27.42,3.53
"P11","Agile frog","Agile frog","Amphibians","94GAGI18",0.4073,5.34,-28.38,3.59
"P11","Agile frog","Agile frog","Amphibians","94GAGI4",0.4256,5.43,-26.97,3.56
"P11","Agile frog","Agile frog","Amphibians","94GAGI1",0.4114,5.2,-26.86,3.5
"P11","Agile frog","Agile frog","Amphibians","94GAGI9",0.3932,5.46,-28.45,3.56
"P11","Agile frog","Agile frog","Amphibians","94GAGI14",0.4265,5.49,-27.95,3.56
"P11","Agile frog","Agile frog","Amphibians","94GAGI17",0.4001,5.42,-28.45,3.51
"P13","Palmate newt","Palmate newt","Amphibians","88TPAL1",0.4117,8.28,-27.55,3.46
"P14","Palmate newt","Palmate newt","Amphibians","89TPAL1",0.2772,7.97,-29.87,3.41
"P14","Tree frog","Tree frog","Amphibians","89RVER13",0.3972,8.73,-33.7,3.67
"P14","Tree frog","Tree frog","Amphibians","89RVER10",0.4274,9.08,-33.37,3.76
"P14","Tree frog","Tree frog","Amphibians","89RVER2",0.4206,8.76,-33.41,3.67
"P14","Tree frog","Tree frog","Amphibians","89RVER5",0.3611,8.67,-33.41,3.72
"P14","Tree frog","Tree frog","Amphibians","89RVER6",0.4427,9,-33.28,3.66
"P14","Tree frog","Tree frog","Amphibians","89RVER1",0.4219,9.4,-33.93,3.84
"P14","Tree frog","Tree frog","Amphibians","89RVER9",0.3382,8.89,-33.8,3.67
"P14","Tree frog","Tree frog","Amphibians","89RVER3",0.4089,8.62,-33.38,3.6
"P14","Tree frog","Tree frog","Amphibians","89RVER4",0.398,8.86,-33.34,3.66
"P14","Tree frog","Tree frog","Amphibians","89RVER7",0.3519,9.05,-33.82,3.65
"P14","Tree frog","Tree frog","Amphibians","89RVER14",0.3898,8.69,-33.45,3.68
"P14","Tree frog","Tree frog","Amphibians","89RVER17",0.4236,8.63,-34.09,3.67
"P14","Tree frog","Tree frog","Amphibians","89RVER8",0.4123,8.93,-33.08,3.67
"P14","Tree frog","Tree frog","Amphibians","89RVER12",0.3852,8.86,-33.72,3.72
"P14","Tree frog","Tree frog","Amphibians","89RVER18",0.3544,8.87,-32.63,3.55
"P14","Tree frog","Tree frog","Amphibians","89RVER18D",0.4128,8.93,-33.63,3.63
"P14","Tree frog","Tree frog","Amphibians","89RVER16",0.2549,9.42,-33.12,3.7
"P14","Tree frog","Tree frog","Amphibians","89RVER11",0.4038,9.35,-33.96,3.7
"P14","Tree frog","Tree frog","Amphibians","89RVER20",0.407,8.86,-32.93,3.58
"P14","Tree frog","Tree frog","Amphibians","89RVER15",0.3821,8.95,-33.74,3.68
"P14","Agile frog","Agile frog","Amphibians","89GAGI19",0.3185,7.78,-32.89,3.61
"P14","Agile frog","Agile frog","Amphibians","89GAGI20",0.3715,8.09,-33.15,3.63
"P14","Agile frog","Agile frog","Amphibians","89GAGI21",0.4064,7.44,-32.87,3.54
"P14","Agile frog","Agile frog","Amphibians","89GAGI22",0.3569,7.85,-32.74,3.56
"P14","Agile frog","Agile frog","Amphibians","89GAGI23",0.4008,8.4,-33.06,3.59
"P14","Agile frog","Agile frog","Amphibians","89GAGI24",0.4087,8,-32.29,3.6
"P14","Agile frog","Agile frog","Amphibians","89GAGI25",0.3362,7.66,-33.76,3.56
"P14","Agile frog","Agile frog","Amphibians","89GAGI26",0.3885,7.56,-33.79,3.59
"P14","Agile frog","Agile frog","Amphibians","89GAGI27",0.4007,8.24,-33.73,3.63
"P14","Agile frog","Agile frog","Amphibians","89GAGI28",0.3215,7.26,-33.3,3.58
"P14","Agile frog","Agile frog","Amphibians","89GAGI29",0.4013,7.45,-34.17,3.58
"P14","Agile frog","Agile frog","Amphibians","89GAGI30",0.425,7.53,-34.01,3.6
"P14","Agile frog","Agile frog","Amphibians","89GAGI31",0.3882,8.31,-33.47,3.61
"P14","Agile frog","Agile frog","Amphibians","89GAGI32",0.3665,8.18,-32.93,3.6
"P14","Agile frog","Agile frog","Amphibians","89GAGI33",0.3023,7.52,-34.31,3.61
"P14","Agile frog","Agile frog","Amphibians","89GAGI6",0.3996,7.85,-32.37,3.55
"P14","Agile frog","Agile frog","Amphibians","89GAGI7",0.3767,7.5,-33.29,3.55
"P14","Agile frog","Agile frog","Amphibians","89GAGI18",0.4025,7.48,-33.06,3.58
"P14","Agile frog","Agile frog","Amphibians","89GAGI8",0.3723,7.51,-33.04,3.56
"P14","Agile frog","Agile frog","Amphibians","89GAGI9",0.2782,7.17,-33.81,3.56
"P08","Agile frog","Agile frog","Amphibians","111GAGI5",0.3409,1.08,-36.23,3.69
"P08","Agile frog","Agile frog","Amphibians","111GAGI15",0.4162,1.08,-36.55,3.62
"P08","Agile frog","Agile frog","Amphibians","111GAGI19",0.3974,1.23,-36.42,3.65
"P08","Agile frog","Agile frog","Amphibians","111GAGI4",0.3969,1.34,-36.46,3.65
"P08","Agile frog","Agile frog","Amphibians","111GAGI13",0.3934,1.48,-36.24,3.63
"P08","Agile frog","Agile frog","Amphibians","111GAGI6",0.3637,1.3,-36.2,3.64
"P08","Agile frog","Agile frog","Amphibians","111GAGI14",0.3182,0.98,-36.35,3.6
"P08","Agile frog","Agile frog","Amphibians","111GAGI11",0.3734,2.51,-34.44,3.72
"P08","Agile frog","Agile frog","Amphibians","111GAGI12",0.3253,2.11,-34.85,3.64
"P08","Agile frog","Agile frog","Amphibians","111GAGI3",0.396,1.27,-36.44,3.62
"P08","Agile frog","Agile frog","Amphibians","111GAGI1",0.3369,2.68,-34.73,3.65
"P08","Agile frog","Agile frog","Amphibians","111GAGI7",0.3173,1.9,-35.33,3.65
"P08","Agile frog","Agile frog","Amphibians","111GAGI16",0.4075,1.32,-36.92,3.66
"P08","Agile frog","Agile frog","Amphibians","111GAGI20",0.3391,1.17,-36.65,3.63
"P08","Agile frog","Agile frog","Amphibians","111GAGI9",0.3745,1.3,-35.92,3.67
"P08","Agile frog","Agile frog","Amphibians","111GAGI8",0.3441,1.47,-36.22,3.65
"P08","Agile frog","Agile frog","Amphibians","111GAGI18",0.3875,1.87,-35.99,3.65
"P08","Agile frog","Agile frog","Amphibians","111GAGI17",0.2564,1.21,-36.09,3.63
"P08","Agile frog","Agile frog","Amphibians","111GAGI10",0.3782,1.78,-36.01,3.69
"P08","Agile frog","Agile frog","Amphibians","111GAGI20D",0.3171,1.96,-35.05,3.61
"P08","Marbled newt","Marbled newt","Amphibians","111TMAR1",0.4243,8.16,-25.99,3.43
"P08","Marbled newt","Marbled newt","Amphibians","111TMAR2",0.4097,6.82,-25.8,3.31
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL22",0.4093,6.18,-28.93,3.32
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL21",0.41,7.66,-29.4,3.51
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL20",0.3969,6.06,-28.69,3.37
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL19",0.4002,6.87,-28.9,3.39
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL18",0.4159,7.43,-28.59,3.48
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL12",0.4238,6.41,-27.6,3.38
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL11",0.4095,5.94,-28.78,3.47
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL17",0.3921,7.25,-29.65,3.4
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL13",0.4362,6.42,-28.91,3.45
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL15",0.4072,5.89,-28.97,3.47
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL3",0.4343,8.15,-28.66,3.5
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL2",0.4255,7.03,-27.56,3.31
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL1",0.4234,7.03,-28.8,3.37
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL7",0.3924,8.19,-27.97,3.28
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL5",0.4219,6.37,-27.95,3.45
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL10",0.4014,7.48,-27.88,3.31
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL4",0.4012,7,-28.13,3.36
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL11D",0.4273,5.91,-29.08,3.43
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL8",0.4297,7.17,-28.85,3.36
"P08","Palmate newt","Palmate newt","Amphibians","111TPAL9",0.4098,7.36,-28.68,3.43
"P16","Palmate newt","Palmate newt","Amphibians","888TPAL1",0.3527,5.95,-26.26,3.36
"P16","Agile frog","Agile frog","Amphibians","888GAGI1",0.3914,2.42,-30.08,3.59
"P16","Agile frog","Agile frog","Amphibians","888GAGI2",0.3665,2.11,-26.96,3.63
"P16","Agile frog","Agile frog","Amphibians","888GAGI3",0.3534,1.95,-27.52,3.6
"P16","Agile frog","Agile frog","Amphibians","888GAGI4",0.3834,2.37,-28.17,3.58
"P16","Agile frog","Agile frog","Amphibians","888GAGI5",0.3576,2.69,-30.54,3.58
"P16","Agile frog","Agile frog","Amphibians","888GAGI6",0.2947,2.71,-31.01,3.6
"P16","Agile frog","Agile frog","Amphibians","888GAGI7",0.4051,2.29,-30.78,3.53
"P16","Agile frog","Agile frog","Amphibians","888GAGI8",0.4209,2.65,-31.05,3.53
"P16","Agile frog","Agile frog","Amphibians","888GAGI9",0.3176,2.5,-28.34,3.52
"P16","Agile frog","Agile frog","Amphibians","888GAGI10",0.3956,2.65,-31.14,3.45
"P05","Agile frog","Agile frog","Amphibians","1016GAGI12",0.3803,3.05,-33.9,3.5
"P05","Agile frog","Agile frog","Amphibians","1016GAGI15",0.3217,3.4,-34.04,3.53
"P05","Agile frog","Agile frog","Amphibians","1016GAGI9",0.3917,3.24,-33.37,3.59
"P05","Agile frog","Agile frog","Amphibians","1016GAGI16",0.3279,2.98,-33.83,3.54
"P05","Agile frog","Agile frog","Amphibians","1016GAGI11",0.3664,3.5,-34.55,3.53
"P05","Agile frog","Agile frog","Amphibians","1016GAGI18D",0.4162,3.26,-33.95,3.51
"P05","Agile frog","Agile frog","Amphibians","1016GAGI13",0.2881,3.57,-34.73,3.49
"P05","Agile frog","Agile frog","Amphibians","1016GAGI14",0.4166,3.67,-33.52,3.54
"P05","Agile frog","Agile frog","Amphibians","1016GAGI17",0.3698,3.34,-34.12,3.51
"P05","Agile frog","Agile frog","Amphibians","1016GAGI10",0.4401,3.67,-33.81,3.59
"P05","Agile frog","Agile frog","Amphibians","1016GAGI6",0.3325,3.55,-34.27,3.57
"P05","Agile frog","Agile frog","Amphibians","1016GAGI20",0.3967,3.41,-33.47,3.56
"P05","Agile frog","Agile frog","Amphibians","1016GAGI18",0.3256,2.79,-34.08,3.55
"P05","Agile frog","Agile frog","Amphibians","1016GAGI3",0.3571,3.52,-34.83,3.56
"P05","Agile frog","Agile frog","Amphibians","1016GAGI5",0.251,3.02,-34.21,3.53
"P05","Agile frog","Agile frog","Amphibians","1016GAGI1",0.3781,3.56,-34.17,3.55
"P05","Agile frog","Agile frog","Amphibians","1016GAGI4",0.4136,3.51,-34.79,3.57
"P05","Agile frog","Agile frog","Amphibians","1016GAGI8",0.352,3.33,-34.15,3.51
"P05","Agile frog","Agile frog","Amphibians","1016GAGI7",0.3758,3.33,-34.49,3.52
"P05","Agile frog","Agile frog","Amphibians","1016GAGI2",0.3596,3.49,-35.05,3.59
"P01","Zooplankton","C1","C1","17ZOO1",0.9957,6.5,-32.67,4.63
"P01","Zooplankton","C1","C1","17ZOO2",1.0951,6.52,-32.21,4.26
"P01","Zooplankton","C1","C1","17ZOO4",1.0092,5.69,-30.71,4.43
"P13","Zooplankton","C1","C1","88ZOO2",1.0231,9.83,-35.41,4.78
"P17","Zooplankton","C1","C1","82ZOO4",1.0071,5.82,-36.25,4.58
"P17","Zooplankton","C1","C1","82ZOO2",1.0623,6.25,-35.68,4.19
"P17","Zooplankton","C1","C1","82ZOO1",1.0307,5.46,-36.32,4.47
"P09","Zooplankton","C1","C1","66ZOO4",1.0233,4.23,-40.71,4.58
"P09","Zooplankton","C1","C1","66ZOO2",1.0227,3.85,-40.95,4.69
"P09","Zooplankton","C1","C1","66ZOO1",1.0282,4.93,-39.21,4.33
"P02","Zooplankton","C1","C1","22ZOO3",1.0342,1.12,-26.25,4.39
"P02","Zooplankton","C1","C1","22ZOO1",1.0121,0.67,-28.87,4.58
"P02","Zooplankton","C1","C1","22ZOO2",1.0099,0.16,-27.89,4.78
"P06","Zooplankton","C1","C1","70ZOO1",1.0272,8.86,-35.93,4.23
"P06","Zooplankton","C1","C1","70ZOO2",1.0123,8.77,-35.8,4.29
"P06","Zooplankton","C1","C1","70ZOO3",1.0295,8.86,-35.93,4.29
"P10","Zooplankton","C1","C1","112ZOO3",1.0484,8.53,-32.02,4.66
"P10","Zooplankton","C1","C1","112ZOO2",1.0385,9.36,-33.37,4.68
"P10","Zooplankton","C1","C1","112ZOO1",1.0157,9.26,-34.83,4.97
"P03","Zooplankton","C1","C1","48ZOO2",1,4.55,-24.29,4.92
"P03","Zooplankton","C1","C1","48ZOO1",1.026,4.26,-23.6,4.96
"P15","Zooplankton","C1","C1","91ZOO2",1.0104,4.79,-39.99,4.84
"P15","Zooplankton","C1","C1","91ZOO1",1.0393,4.08,-37.44,4.77
"P15","Zooplankton","C1","C1","91ZOO4",1.0194,4.48,-34.41,4.7
"P11","Zooplankton","C1","C1","94ZOO1",1.0122,4.05,-32.86,4.41
"P11","Zooplankton","C1","C1","94ZOO3",1.0137,3.86,-31.78,4.42
"P18","Zooplankton","C1","C1","JZOO1",1.0484,4.3,-37.07,4.97
"P18","Zooplankton","C1","C1","JZOO3",0.9965,5.12,-35.39,4.59
"P18","Zooplankton","C1","C1","JZOO2",1.0441,7.27,-33.69,5.01
"P05","Zooplankton","C1","C1","1016ZOO1",1.045,-2.65,-34.46,4.77
"P12","Zooplankton","C1","C1","87ZOO2",1.0151,6.6,-37.16,4.85
"P13","Zooplankton","C1","C1","87ZOO1",1.0152,5.86,-39.41,4.95
"P12","Zooplankton","C1","C1","87ZOO3",1.023,5.61,-38.65,5.15
"P14","Zooplankton","C1","C1","89ZOO3",1.0154,7.74,-36.88,4.64
"P14","Zooplankton","C1","C1","89ZOO2",1.0078,7.95,-37.11,4.67
"P16","Zooplankton","C1","C1","888ZOO1",1.0377,2.73,-35.44,4.57
"P16","Zooplankton","C1","C1","888ZOO2",1.012,3.57,-34.55,4.83
"P16","Zooplankton","C1","C1","888ZOO3",1.0137,2.97,-35.81,4.89
"P08","Zooplankton","C1","C1","111ZOO2",1.0127,3.02,-38.81,4.92
"P08","Zooplankton","C1","C1","111ZOO3",1.0365,3.82,-38.19,4.72
"P08","Zooplankton","C1","C1","111ZOO1",1.0211,3.59,-38.34,4.77
"P04","Zooplankton","C1","C1","56ZOO2",1.0057,5.36,-30.72,5.12
"P04","Zooplankton","C1","C1","56ZOO3",1.0091,5.81,-32.28,4.91
"P04","Zooplankton","C1","C1","56ZOO1",1.0048,5.4,-30.07,4.93
"P07","Zooplankton","C1","C1","72ZOO1",0.5355,3.82,-35.09,4.7
"P12","Zooplankton","C1","C1","88ZOO1",0.6255,9.94,-35.46,4.73
"P02","Asellus","C1","C1","22ASE1",0.995,4.52,-29.53,4.63
"P02","Asellus","C1","C1","22ASE2",0.971,5.87,-27.1,4.23
"P02","Asellus","C1","C1","22ASE3",0.956,9.64,-28.34,4.21
"P06","Asellus","C1","C1","70ASE1",1.163,4.87,-29.07,4.83
"P06","Asellus","C1","C1","70ASE2",0.812,4.81,-30.48,4.8
"P06","Asellus","C1","C1","70ASE3",0.24,2.73,-26.64,5.11
"P07","Asellus","C1","C1","72ASE1",0.194,-0.08,-28.7,4.9
"P07","Asellus","C1","C1","72ASE2",0.918,2.89,-28.63,4.79
"P12","Asellus","C1","C1","87ASE1",0.119,0.31,-29.19,3.9
"P12","Asellus","C1","C1","87ASE2",0.086,1.11,-29.88,4.3
"P14","Asellus","C1","C1","89ASE1",0.875,6.54,-31.92,5.1
"P14","Asellus","C1","C1","89ASE2",0.821,6.56,-31.87,4.85
"P14","Asellus","C1","C1","89ASE3",0.627,5.3,-33.11,4.72
"P10","Asellus","C1","C1","112ASE1",0.397,4.84,-28.22,4.28
"P10","Asellus","C1","C1","112ASE2",0.774,6.49,-29.35,4.25
"P05","Asellus","C1","C1","1016ASE1",1.123,2.55,-32.43,4.76
"P05","Asellus","C1","C1","1016ASE2",0.721,2.47,-33.01,4.78
"P01","Asellus","C1","C1","17ASE1",0.98,7.05,-28.15,4.4
"P01","Asellus","C1","C1","17ASE2",1.076,7.61,-30.26,4.32
"P01","Asellus","C1","C1","17ASE3",1.072,7.04,-29.01,4.59
"P17","Asellus","C1","C1","82ASE1",1.051,4.7,-34.36,4.56
"P17","Asellus","C1","C1","82ASE2",1.089,3.99,-33.4,4.11
"P17","Asellus","C1","C1","82ASE3",1.07,4.5,-33.47,4.68
"P09","Gammarus","C1","C1","66GAM1",1.05,6.46,-31.29,5.12
"P09","Gammarus","C1","C1","66GAM2",0.993,6.35,-31.29,5.19
"P09","Gammarus","C1","C1","66GAM3",1.037,6.34,-32.52,5.1
"P06","Gammarus","C1","C1","70GAM1",1.025,4.29,-28.89,4.98
"P06","Gammarus","C1","C1","70GAM2",0.9,4.92,-28.96,4.73
"P06","Gammarus","C1","C1","70GAM3",0.988,4.05,-28.08,5.56
"P12","Gammarus","C1","C1","87GAM1",1.028,9.25,-27.95,4.74
"P12","Gammarus","C1","C1","87GAM2",1.056,9.28,-28.62,4.57
"P12","Gammarus","C1","C1","87GAM3",1.052,9.29,-28.89,5.22
"P13","Gammarus","C1","C1","88GAM1",1.044,8.96,-29.17,4.53
"P13","Gammarus","C1","C1","88GAM2",1.095,8.81,-30.02,5.12
"P13","Gammarus","C1","C1","88GAM3",1.097,8.68,-29.25,4.62
"P14","Gammarus","C1","C1","89GAM1",0.51,9.77,-30.2,4.83
"P14","Gammarus","C1","C1","89GAM2",1.054,8.38,-30.49,4.91
"P14","Gammarus","C1","C1","89GAM3",0.57,9.9,-30.82,4.53
"P15","Gammarus","C1","C1","91GAM1",0.998,6.62,-30.58,4.66
"P15","Gammarus","C1","C1","91GAM2",0.961,7.01,-31.28,4.54
"P15","Gammarus","C1","C1","91GAM3",0.945,6.99,-30.14,4.65
"P08","Gammarus","C1","C1","111GAM1",0.997,7,-30.87,4.92
"P08","Gammarus","C1","C1","111GAM2",0.68,7.84,-30.28,4.51
"P08","Gammarus","C1","C1","111GAM3",0.937,7.81,-31.12,4.68
"P10","Gammarus","C1","C1","112GAM1",0.627,9.02,-28.38,4.94
"P10","Gammarus","C1","C1","112GAM2",0.935,9.46,-27.32,4.79
"P10","Gammarus","C1","C1","112GAM3",1.07,9.15,-28.79,4.78
"P05","Gammarus","C1","C1","1016GAM1",1.08,5.09,-31.32,4.35
"P05","Gammarus","C1","C1","1016GAM2",1.004,5.17,-30.95,4.58
"P05","Gammarus","C1","C1","1016GAM3",0.965,4.7,-30.78,4.74
"P17","Gammarus","C1","C1","82GAM1",0.55,7.42,-32.2,4.68
"P17","Gammarus","C1","C1","82GAM2",0.612,7.35,-32.33,4.46
"P17","Gammarus","C1","C1","82GAM3",0.701,7.45,-31.54,4.5
"P18","Gammarus","C1","C1","JGAM1",0.93,5.99,-30.42,4.65
"P18","Gammarus","C1","C1","JGAM2",0.994,6.41,-31.25,4.35
"P18","Gammarus","C1","C1","JGAM3",1.024,5.87,-30.8,4.41
"P09","Ad crayfish","Crayfish","Crayfish","66ECR1",1.078,6.36,-30.57,3.17
"P09","Ad crayfish","Crayfish","Crayfish","66ECR2",1.057,6.5,-29.54,3.22
"P09","Ad crayfish","Crayfish","Crayfish","66ECR3",1.064,6.59,-30.14,3.22
"P09","Ad crayfish","Crayfish","Crayfish","66ECR5",0.956,6.91,-29.7,3.2
"P09","Juv crayfish","Crayfish","Crayfish","66ECR7",0.965,5.38,-34.47,3.27
"P09","Ad crayfish","Crayfish","Crayfish","66ECR8",1.008,6.62,-31.33,3.18
"P09","Juv crayfish","Crayfish","Crayfish","66ECR8d",1.089,5.09,-33.92,3.18
"P09","Ad crayfish","Crayfish","Crayfish","66ECR9",1.192,6.95,-30.57,3.26
"P09","Ad crayfish","Crayfish","Crayfish","66ECR11",0.938,6.48,-30.39,3.23
"P09","Ad crayfish","Crayfish","Crayfish","66ECR12",0.964,6.97,-30.83,3.19
"P09","Ad crayfish","Crayfish","Crayfish","66ECR13",0.925,6.64,-31.24,3.15
"P09","Ad crayfish","Crayfish","Crayfish","66ECR14",0.929,6.44,-31,3.08
"P09","Ad crayfish","Crayfish","Crayfish","66ECR15",1.172,6.41,-31.2,3.18
"P09","Ad crayfish","Crayfish","Crayfish","66ECR16",0.945,6.45,-31.67,3.16
"P09","Ad crayfish","Crayfish","Crayfish","66ECR17",0.962,6.12,-31.24,3.22
"P09","Ad crayfish","Crayfish","Crayfish","66ECR18",0.935,6.36,-30.76,3.17
"P09","Ad crayfish","Crayfish","Crayfish","66ECR19",1.109,5.97,-32.47,3.17
"P09","Ad crayfish","Crayfish","Crayfish","66ECR20",0.924,6.68,-30.46,3.11
"P09","Juv crayfish","Crayfish","Crayfish","66ECR22",1.045,5.83,-34.07,3.22
"P09","Ad crayfish","Crayfish","Crayfish","66ECR26",1.172,6.45,-29.98,3.62
"P09","Ad crayfish","Crayfish","Crayfish","66ECR29",1.107,6.67,-30.48,3.19
"P09","Juv crayfish","Crayfish","Crayfish","66ECR30",0.921,6.04,-33.68,3.15
"P09","Ad crayfish","Crayfish","Crayfish","66ECR32",0.93,6.58,-30.3,3.23
"P09","Ad crayfish","Crayfish","Crayfish","66ECR34",0.969,6.68,-30.6,3.17
"P09","Juv crayfish","Crayfish","Crayfish","66ECR36",0.946,6.03,-33.1,3.15
"P06","Ad crayfish","Crayfish","Crayfish","70ECR1",0.98,6.91,-33.27,3.21
"P06","Ad crayfish","Crayfish","Crayfish","70ECR2",0.91,6.41,-33.51,3.11
"P06","Ad crayfish","Crayfish","Crayfish","70ECR3",0.901,7.17,-32.84,3.12
"P06","Juv crayfish","Crayfish","Crayfish","70ECR4",0.932,5.67,-31.36,3.21
"P07","Juv crayfish","Crayfish","Crayfish","72ECR21",1.096,5.55,-32.7,3.26
"P07","Juv crayfish","Crayfish","Crayfish","72ECR16",0.958,5.6,-32.83,3.23
"P07","Juv crayfish","Crayfish","Crayfish","72ECR17",1.057,5.68,-31.98,3.2
"P07","Juv crayfish","Crayfish","Crayfish","72ECR19",1.009,6.04,-32.27,3.15
"P07","Juv crayfish","Crayfish","Crayfish","72ECR18",1.048,5.54,-31.87,3.24
"P07","Juv crayfish","Crayfish","Crayfish","72ECR34",1.09,5.86,-32.7,3.13
"P07","Juv crayfish","Crayfish","Crayfish","72ECR35",0.979,5.65,-31.66,3.2
"P07","Juv crayfish","Crayfish","Crayfish","72ECR20",0.963,5.94,-31.66,3.2
"P07","Juv crayfish","Crayfish","Crayfish","72ECR28",1.055,6.04,-31.76,3.1
"P07","Ad crayfish","Crayfish","Crayfish","72ECR39",1.119,5.81,-30.34,3.11
"P07","Ad crayfish","Crayfish","Crayfish","72ECR3",1.053,5.83,-29.8,3.09
"P07","Ad crayfish","Crayfish","Crayfish","72ECR37",1.104,6.45,-30.55,3.14
"P07","Ad crayfish","Crayfish","Crayfish","72ECR38",1.121,6.09,-30.19,3.2
"P07","Ad crayfish","Crayfish","Crayfish","72ECR1",0.978,6.14,-29.84,3.14
"P07","Ad crayfish","Crayfish","Crayfish","72ECR8",1.102,5.83,-29.89,3.13
"P07","Ad crayfish","Crayfish","Crayfish","72ECR15",0.918,5.49,-30.39,3.08
"P07","Ad crayfish","Crayfish","Crayfish","72ECR36",0.949,5.98,-30.84,3.13
"P07","Ad crayfish","Crayfish","Crayfish","72ECR14",1.095,5.55,-30.37,3.11
"P07","Ad crayfish","Crayfish","Crayfish","72ECR2",0.932,5.47,-30.59,3.13
"P07","Ad crayfish","Crayfish","Crayfish","72ECR5",0.916,5.19,-29.79,3.24
"P07","Ad crayfish","Crayfish","Crayfish","72ECR9",1.118,5.65,-30.5,3.16
"P07","Ad crayfish","Crayfish","Crayfish","72ECR11",1.17,6.01,-30.16,3.19
"P07","Ad crayfish","Crayfish","Crayfish","72ECR4",1.006,5.49,-30.35,3.3
"P07","Ad crayfish","Crayfish","Crayfish","72ECR7",1.04,5.66,-30.11,3.06
"P07","Ad crayfish","Crayfish","Crayfish","72ECR10",0.989,5.4,-30.41,3.1
"P07","Ad crayfish","Crayfish","Crayfish","72ECR40",1.071,5.57,-29.99,3.15
"P07","Ad crayfish","Crayfish","Crayfish","72ECR12",0.991,5.89,-30.53,3.15
"P07","Ad crayfish","Crayfish","Crayfish","72ECR6",0.9,5.8,-29.78,3.2
